Label,File,ZCR Mean,ZCR Median,ZCR Std Dev,ZCR Kurtosis,ZCR Skew,RMSE,RMSE Median,RMSE Std Dev,RMSE Kurtosis,RMSE Skew
YAF_sad,YAF_back_sad.wav,0.12858072916666666,0.033203125,0.2252493846211237,3.231511363409221,2.2130800174198426,0.0019072019850438144,0.0003905376,0.0043611163,28.695121600036487,4.718993646418604
YAF_sad,YAF_bar_sad.wav,0.11123046875,0.0361328125,0.19621977289091025,5.189764820590863,2.569728657476185,0.0016194183124077354,0.00029434377,0.0036659173,26.10352720138389,4.5461798297925045
YAF_sad,YAF_base_sad.wav,0.19627426609848486,0.04248046875,0.2598657822852733,-0.20730117521113023,1.2267777962403847,0.001627371541948967,0.00021444324,0.0035517525,22.894697522691057,4.177755893862364
YAF_sad,YAF_bath_sad.wav,0.14545849116161616,0.0390625,0.22256807600218184,2.6449842504351713,1.9986824591713135,0.001655095770712116,0.00030726608,0.0036866681,29.393370659744264,4.6604852787187605
YAF_sad,YAF_bean_sad.wav,0.10549418131510417,0.03515625,0.19426873570459013,5.71539468102471,2.6822746106687667,0.0012789822230059463,0.00026996576,0.0024081105,15.520606588668205,3.484517583943734
YAF_sad,YAF_beg_sad.wav,0.12189705141129033,0.03515625,0.19826276936734924,4.352002080762019,2.3714582222997573,0.0019204896855407692,0.0003308614,0.0041639614,21.918818730634957,4.057590619114064
YAF_sad,YAF_bite_sad.wav,0.11895751953125,0.0283203125,0.19581585352380662,4.225415606087829,2.3379648466263907,0.0005456826290103759,5.854288e-05,0.0013199187,37.525358050007185,5.243676753479294
YAF_sad,YAF_boat_sad.wav,0.13801125919117646,0.05712890625,0.19358668344343097,3.6280689068818157,2.167332871922321,0.0010190503830052647,8.3627034e-05,0.0023969878,23.26433839036811,4.194061616306102
YAF_sad,YAF_bone_sad.wav,0.12630550986842104,0.02783203125,0.22560563301032174,3.549219453126934,2.2677545566232578,0.0019795892848708304,0.00037816085,0.0044610165,43.650428226479924,5.330623259300046
YAF_sad,YAF_book_sad.wav,0.12441845154494383,0.03076171875,0.20341890977450022,3.494584357046663,2.197850667649825,0.0005015935715918236,4.5111774e-05,0.0011033765,20.90882768736929,4.065220469405791
YAF_sad,YAF_bought_sad.wav,0.10698908025568182,0.027099609375,0.18324857440206996,5.155950458053187,2.518260973893175,0.0005282758431842554,4.4600594e-05,0.0010772158,12.974666813691876,3.3802001731130122
YAF_sad,YAF_burn_sad.wav,0.1279296875,0.0400390625,0.21736095223126034,3.3883065982843483,2.2364797313730262,0.0010147678822235195,0.00020697482,0.0022080212,26.82829545607436,4.544021300278352
YAF_sad,YAF_cab_sad.wav,0.11661001352163461,0.041015625,0.19335496169077682,4.987220079486318,2.5159550430141446,0.0015177073841203352,0.00026168412,0.0033985805,24.93318256401004,4.4092633836552695
YAF_sad,YAF_calm_sad.wav,0.09722222222222222,0.021484375,0.17590135696505982,6.527141958359342,2.7703038817482266,0.0004234481943578007,8.67411e-05,0.0008260995,15.044503420487608,3.552010948160248
YAF_sad,YAF_came_sad.wav,0.136677679614486,0.0380859375,0.21090199480614313,3.5981201943873025,2.1998466413178437,0.00015105874062316808,2.5160123e-05,0.00036426092,46.11885903939781,5.7265844545182105
YAF_sad,YAF_cause_sad.wav,0.16145982654816513,0.04150390625,0.23661472302042208,1.194904844441993,1.6769269186663547,0.0015338869355520414,0.00022347888,0.0034901132,24.821351184084286,4.301593836757824
YAF_sad,YAF_chain_sad.wav,0.15156046549479166,0.027587890625,0.23061086808611636,1.4800520793401457,1.7009165022014177,0.0016394579654597319,0.00040443146,0.0031894157,20.123265841784693,3.8604535383999448
YAF_sad,YAF_chair_sad.wav,0.13321358816964285,0.021484375,0.20269381917106885,2.302072470558456,1.881587265003098,0.0005761649783822408,0.00016099706,0.0010475775,14.417234843354347,3.4209240019956297
YAF_sad,YAF_chalk_sad.wav,0.15672800164473685,0.0546875,0.21284545807087,2.2638538671463806,1.878469398504824,0.0007948793883673862,0.000115686824,0.0016956166,17.400231324467114,3.7290304000593015
