Label,File,ZCR Mean,ZCR Median,ZCR Std Dev,ZCR Kurtosis,ZCR Skew
YAF_sad,YAF_back_sad.wav,-0.3213174093313768,-1.0525208649578215,0.9408445291619223,0.20444150248055823,0.4952114975316786
YAF_sad,YAF_bar_sad.wav,-0.6436343685277793,-0.9624233885171597,0.3240403143001747,1.1851710894793546,1.219224516850445
YAF_sad,YAF_base_sad.wav,0.9362299967095136,-0.7672121895623925,1.6763535046524733,-1.5177794839801295,-1.507027033376876
YAF_sad,YAF_bath_sad.wav,-0.007778085216846594,-0.8723259120764979,0.8838736515326083,-0.08930213482087192,0.05997466764339836
YAF_sad,YAF_bean_sad.wav,-0.7501977675022483,-0.9924558806640469,0.2825858170420612,1.4484162552401958,1.4476979392366816
YAF_sad,YAF_beg_sad.wav,-0.4454805422542781,-0.9924558806640469,0.3674487087811717,0.7656039988036599,0.8167264829562082
YAF_sad,YAF_bite_sad.wav,-0.5000884244578988,-1.2026833256922578,0.3154580717814265,0.7022071486300735,0.7487334014611519
YAF_sad,YAF_boat_sad.wav,-0.14612581634580252,-0.3167248073590834,0.2680939694297445,0.4030448622268858,0.4023427039435605
YAF_sad,YAF_bone_sad.wav,-0.36358431185066387,-1.2176995717657013,0.9484138866179274,0.36355559594600245,0.6062033078531011
YAF_sad,YAF_book_sad.wav,-0.3986403217342488,-1.1276020953250396,0.47700336507854346,0.33619332829983145,0.46429522232168463
YAF_sad,YAF_bought_sad.wav,-0.722426928952178,-1.2402239408758668,0.04843587376960966,1.1682362306720933,1.1147427698223582
YAF_sad,YAF_burn_sad.wav,-0.3334118543293645,-0.8422934199296106,0.773235730534567,0.2829674590560553,0.5427139849875778
YAF_sad,YAF_cab_sad.wav,-0.5436982020948784,-0.8122609277827233,0.2631704811295734,1.0837329331652439,1.110061624878686
YAF_sad,YAF_calm_sad.wav,-0.9038665100678408,-1.4129107707204687,-0.10767350601713241,1.8549543206413728,1.6264013778158988
YAF_sad,YAF_came_sad.wav,-0.17089981418115394,-0.9023584042233851,0.6359995800669227,0.38804599253094646,0.46834713997833105
YAF_sad,YAF_cause_sad.wav,0.2894798026198101,-0.7972446817092796,1.1823285935430237,-0.8155287485105608,-0.5932037668144895
YAF_sad,YAF_chain_sad.wav,0.10557870395701217,-1.2252076948024233,1.0547621946771366,-0.6727217339793594,-0.5445038171814931
YAF_sad,YAF_chair_sad.wav,-0.23525247483675946,-1.4129107707204687,0.4615970639364701,-0.2610387029459851,-0.17773392158339255
YAF_sad,YAF_chalk_sad.wav,0.20157637191062203,-0.3918060377263016,0.6772931510679048,-0.28017928712447066,-0.1840633328966997
YAF_sad,YAF_chat_sad.wav,0.4891936547005162,-0.7822284356358361,1.0488970822885575,-0.8338737247143044,-0.8378471329551814
YAF_sad,YAF_check_sad.wav,0.3675323770981961,-0.10649736233087258,0.7452292866701884,-0.3528831769616168,-0.3775542524316066
YAF_sad,YAF_cheek_sad.wav,0.5732395760555872,-0.496919760240407,0.838848681173497,-0.7804414473388637,-0.8578222176770497
YAF_sad,YAF_chief_sad.wav,0.23904746674302546,-0.1665623466246471,0.17488119095904564,-0.8927354207531821,-1.1637530628342934
YAF_sad,YAF_choice_sad.wav,1.4232772084434295,-0.36928166861613615,1.7023763138863979,-1.8255971736900578,-2.1319275932123825
YAF_sad,YAF_cool_sad.wav,-0.5244382244584911,-1.067537111031265,0.6143602022006948,0.7748063324859084,0.9384486464288742
YAF_sad,YAF_dab_sad.wav,-0.29240412675805966,-0.9999640037007688,0.7002073961858025,0.24723954069393916,0.4447372959280721
YAF_sad,YAF_date_sad.wav,0.31660585341448977,-0.7521959434889488,1.2083172897543608,-0.5024049391519556,-0.34414831763527215
YAF_sad,YAF_dead_sad.wav,-0.11544241366016489,-0.7371796974155052,0.3128650582464609,0.345378831734809,0.3687886103747148
YAF_sad,YAF_death_sad.wav,0.015677808112587066,-0.5269522523872943,0.5789263612393675,0.24373174999683497,0.278863760132613
YAF_sad,YAF_deep_sad.wav,-1.0590785542086978,-1.1276020953250396,-0.4233805548681503,2.8002293740909585,2.222731300540434
YAF_sad,YAF_dime_sad.wav,-0.3418911119638244,-1.0525208649578215,0.9989188788526768,0.26453177281247003,0.52108230085415
YAF_sad,YAF_dip_sad.wav,-0.465222407237134,-1.0224883728109342,0.6588104989113301,0.6765689598197883,0.8289213545928698
YAF_sad,YAF_ditch_sad.wav,0.6634727746298693,0.3965468811294891,0.7173758081678583,-0.6234232590915847,-0.6740967104526483
YAF_sad,YAF_dodge_sad.wav,0.1101087215254549,-0.4518710220200761,0.6530655923779468,-0.32588081409266145,-0.26357534542690164
YAF_sad,YAF_dog_sad.wav,-0.4291891871443209,-0.8798340351132197,0.6157967554730237,0.9512432647168612,1.0277769776038554
YAF_sad,YAF_doll_sad.wav,-0.2878687098838138,-1.0900614801414306,0.9124100486616439,0.10936568277140293,0.3656607178962051
YAF_sad,YAF_door_sad.wav,-0.5892654742868211,-1.0074721267374906,0.47737443193018547,1.0151781483951716,1.1045454198125015
YAF_sad,YAF_fail_sad.wav,0.2161140636787467,-0.8347852968928888,1.0451668998335255,-0.7463965535373798,-0.6165784272109316
YAF_sad,YAF_fall_sad.wav,-0.0278572523296114,-0.9023584042233851,0.879767757266702,-0.2770842659355529,-0.12141886275007235
YAF_sad,YAF_far_sad.wav,0.022307116199718622,-1.0450127419210997,0.7563787249009288,-0.4370072081578533,-0.3228933285451755
YAF_sad,YAF_fat_sad.wav,0.723546432682379,-0.827277173856167,0.999668272098438,-1.1099741759059958,-1.263758794323998
YAF_sad,YAF_fit_sad.wav,1.118958212143414,-0.30170856128563983,1.3689385769981097,-1.5679418948188775,-1.6996736820433376
YAF_sad,YAF_five_sad.wav,0.41756679115290135,-0.6320659749013997,0.9186154976453781,-0.8579074949214384,-0.8637716402652924
YAF_sad,YAF_food_sad.wav,0.5929016880666044,-0.3842979146895798,1.2419400213634058,-1.0461599049154193,-0.9557610709030939
YAF_sad,YAF_gap_sad.wav,-0.49986632930168606,-0.8122609277827233,0.2486487906572515,0.6531192902996279,0.8231953735799696
YAF_sad,YAF_gas_sad.wav,0.8727448351788082,-0.7672121895623925,1.7968663165065832,-1.3866870195972527,-1.300358984517705
YAF_sad,YAF_gaze_sad.wav,0.2411017704501013,-0.8498015429663324,1.2273217126359437,-0.81186022500057,-0.5901239024652243
YAF_sad,YAF_germ_sad.wav,-0.20971866684993434,-0.9323908963702724,0.764382821449195,0.1061783470846041,0.2153185837975437
YAF_sad,YAF_get_sad.wav,0.5708595620577696,0.17881131306455644,0.7712283699929559,-0.4830654147921809,-0.5164829343722024
YAF_sad,YAF_gin_sad.wav,-0.17491610334765612,-1.2026833256922578,0.6669945812612402,-0.26895773770336767,-0.11231598919697248
YAF_sad,YAF_goal_sad.wav,-0.48345084929166077,-1.1726508335453705,0.5826651655460354,0.6872451040584495,0.8458774667072161
YAF_sad,YAF_good_sad.wav,-0.39172435699824065,-0.8498015429663324,0.3206394017856934,0.8445300216611563,0.8264807137367501
YAF_sad,YAF_goose_sad.wav,0.682521525501702,-0.6320659749013997,1.3645026722062257,-1.3949902607475804,-1.316509497443194
YAF_sad,YAF_gun_sad.wav,-0.4681916163902874,-1.0975696031781523,0.6960320978666767,0.6069776084055828,0.8053214714417688
YAF_sad,YAF_half_sad.wav,0.1517905316596643,-0.7371796974155052,0.9000129385970702,-0.1672498655984482,-0.038531106023254706
YAF_sad,YAF_hall_sad.wav,-0.5768291731625158,-0.9323908963702724,0.45972219158026745,0.9503428724359092,1.0604962336254413
YAF_sad,YAF_hash_sad.wav,0.3031697098937286,-0.5119360063138507,0.7202366391561706,-0.7582157407380692,-0.7409909223972208
YAF_sad,YAF_hate_sad.wav,-0.2175067564319721,-0.9774396345906033,0.7212565027802599,0.11671439677694338,0.2851093992434074
YAF_sad,YAF_have_sad.wav,-0.1512313196754485,-0.6921309591951743,0.6591295620267078,0.6143469620102465,0.7005144434537565
YAF_sad,YAF_haze_sad.wav,0.2647134255711768,-1.232715817839145,1.4298193576219567,-1.0279633993165538,-0.8135362488641305
YAF_sad,YAF_hire_sad.wav,-0.4168261193154946,-0.9774396345906033,0.8032317889879873,0.5280051885583387,0.7562780096997475
YAF_sad,YAF_hit_sad.wav,0.26024339128793916,-0.7221634513420615,0.9937785412951475,-0.5545043699402127,-0.45043349410959177
YAF_sad,YAF_hole_sad.wav,-0.6439490709231361,-1.2026833256922578,0.6356127962813753,0.6841437259502244,0.8927487203595378
YAF_sad,YAF_home_sad.wav,-0.5458288512308567,-0.8723259120764979,0.5713275965300875,0.511784411458374,0.7381065647047892
YAF_sad,YAF_hurl_sad.wav,-0.5581786766321072,-1.0525208649578215,0.6749109703358658,0.3118388217546776,0.6076435582312163
YAF_sad,YAF_hush_sad.wav,0.256001374401572,-0.6470822209748434,0.7394091550730159,-0.6261416429017538,-0.5961736520034281
YAF_sad,YAF_jail_sad.wav,-0.4489261453305653,-0.9398990194069942,0.31980131170250864,0.4257206002636482,0.5213123266170231
YAF_sad,YAF_jar_sad.wav,-0.3457441114481002,-0.7521959434889488,0.1706459152021659,0.3834628018797256,0.4377554706436706
YAF_sad,YAF_join_sad.wav,-0.288992823086751,-1.0975696031781523,0.6435280421416605,-0.05365308059154874,0.10895037450800717
YAF_sad,YAF_judge_sad.wav,0.4951163389309226,-0.34675729950597073,0.8340951065560862,-0.5912141137788427,-0.6251166272680472
YAF_sad,YAF_jug_sad.wav,0.39251401222849636,-0.4518710220200761,1.0153431758400404,-0.24482502659437833,-0.19175745868773386
YAF_sad,YAF_juice_sad.wav,1.0249234829204934,-0.4068222837997452,1.3998794518025477,-1.6117526117074268,-1.77363758747503
YAF_sad,YAF_keen_sad.wav,-0.4422618593112645,-0.7897365586725579,0.28543653827435694,0.5607443055289187,0.6051432376139911
YAF_sad,YAF_keep_sad.wav,-0.5126390177047345,-1.0375046188843777,0.41068642982945414,0.6056407794343869,0.6852683152748879
YAF_sad,YAF_keg_sad.wav,-0.24404027129159414,-0.8723259120764979,0.6029042727427262,0.576601638258768,0.6613384937931077
YAF_sad,YAF_kick_sad.wav,0.1888090029052259,-0.0013836398167671453,0.22096348251768422,0.3808186999725426,0.20364096414538274
YAF_sad,YAF_kill_sad.wav,-0.40240808975672143,-0.9023584042233851,0.5242902801570725,0.48693864549215155,0.5814244378937931
YAF_sad,YAF_king_sad.wav,-0.5490854014344597,-0.9774396345906033,0.2859949048364152,0.7699883473257382,0.8201928271180955
YAF_sad,YAF_kite_sad.wav,-0.31527018683238117,-0.7597040665256706,0.1624226632244678,0.5812050305957798,0.5319685500058307
YAF_sad,YAF_knock_sad.wav,-0.677505459821599,-1.2927808021329197,0.2641473736299049,0.9671141633859913,1.0081392975302994
YAF_sad,YAF_late_sad.wav,0.09375036760215555,-0.8573096660030542,0.8641633147862209,-0.2530784694074649,-0.14455934622120148
YAF_sad,YAF_laud_sad.wav,-0.8155027974465687,-1.0525208649578215,0.044053794126804074,1.5564264542303499,1.4909283494790617
YAF_sad,YAF_lean_sad.wav,-0.4481579012477841,-0.9023584042233851,0.4900424500816255,0.7274742438511582,0.8129713852547207
YAF_sad,YAF_learn_sad.wav,-0.5755553741838384,-1.277764556059476,0.719069109719578,0.49433151906313055,0.7277491814412959
YAF_sad,YAF_lease_sad.wav,1.0446363935602991,-0.4518710220200761,1.8035737447550833,-1.562078858173979,-1.5382378152155052
YAF_sad,YAF_lid_sad.wav,-0.18501301420404073,-0.8197690508194452,0.6880025320597432,0.5111219545560977,0.6172707963214188
YAF_sad,YAF_life_sad.wav,0.3200210501950068,-0.5269522523872943,0.9714614280250782,-0.6687983874743448,-0.5968635724691352
YAF_sad,YAF_limb_sad.wav,-0.8170064050822838,-1.0525208649578215,0.14531462539707465,1.5011389663262298,1.4700183270669942
YAF_sad,YAF_live_sad.wav,-0.6305761474440146,-1.3228132942798068,0.4412168848530172,0.7735142073318694,0.8442870680077467
YAF_sad,YAF_loaf_sad.wav,-0.09803774561850466,-1.157634587471927,0.8010770533738271,-0.21824540731359426,-0.027584880709014895
YAF_sad,YAF_long_sad.wav,-0.5887319537342771,-1.067537111031265,0.6437852570780939,0.7081368115096296,0.8956316913407266
YAF_sad,YAF_lore_sad.wav,-0.6641029020732891,-1.0450127419210997,0.41961595865831025,0.8507510408491741,1.016744138508883
