Label,File,ZCR Mean,ZCR Median,ZCR Std Dev,ZCR Kurtosis,ZCR Skew,RMSE,RMSE Median,RMSE Std Dev,RMSE Kurtosis,RMSE Skew
YAF_sad,YAF_back_sad.wav,-0.4271293097076149,-1.0560132738051298,0.8273397043582872,0.27221164406265097,0.5370325341043592,0.0019072019850438,0.0003905376,0.0043611163,28.695121600036487,4.718993646418604
YAF_sad,YAF_bar_sad.wav,-0.7432347439180579,-0.9706992149089975,0.1690888654048941,1.2842579326874692,1.2597991142132419,0.0016194183124077,0.00029434377,0.0036659173,26.10352720138389,4.5461798297925045
YAF_sad,YAF_base_sad.wav,0.8061832960511969,-0.7858520873007108,1.6122717597965346,-1.5050033810015941,-1.461759002695149,0.0016273715419489,0.00021444324,0.0035517525,22.894697522691057,4.177755893862364
YAF_sad,YAF_bath_sad.wav,-0.11963235255594612,-0.8853851560128652,0.7665406256687672,-0.030911828379739992,0.10254499495517197,0.0016550957707121,0.00030726608,0.0036866681,29.393370659744264,4.6604852787187605
YAF_sad,YAF_bean_sad.wav,-0.847744508429826,-0.9991372345410416,0.12484880196002833,1.5559090550136194,1.4878792035730275,0.0012789822230059,0.00026996576,0.0024081105,15.520606588668205,3.484517583943734
YAF_sad,YAF_beg_sad.wav,-0.5488996352386605,-0.9991372345410416,0.2154141196691515,0.85129320665441,0.8579940089238234,0.0019204896855407,0.0003308614,0.0041639614,21.91881873063496,4.057590619114064
YAF_sad,YAF_bite_sad.wav,-0.6024551427066055,-1.1982033719653504,0.15992993263182,0.7858719653874627,0.7901179822889904,0.0005456826290103,5.854288e-05,0.0013199187,37.52535805000719,5.243676753479294
YAF_sad,YAF_boat_sad.wav,-0.2553139180856706,-0.359281792820049,0.10938316372516256,0.4771568152945832,0.44432362066012554,0.0010190503830052,8.3627034e-05,0.0023969878,23.26433839036811,4.194061616306102
YAF_sad,YAF_bone_sad.wav,-0.46858166644025695,-1.2124223817813724,0.8354176904934343,0.43640657597287075,0.6478332642370709,0.0019795892848708,0.00037816085,0.0044610165,43.65042822647992,5.330623259300046
YAF_sad,YAF_book_sad.wav,-0.502962095113834,-1.12710832288524,0.3323303836657579,0.4081705751559603,0.5061694834312411,0.0005015935715918,4.5111774e-05,0.0011033765,20.90882768736929,4.065220469405791
YAF_sad,YAF_bought_sad.wav,-0.8205088550526515,-1.2337508965054056,-0.12503502322512816,1.2667823092011605,1.155497239843157,0.0005282758431842,4.4600594e-05,0.0010772158,12.974666813691876,3.380200173113012
YAF_sad,YAF_burn_sad.wav,-0.4389906768449663,-0.856947136380821,0.648468306183493,0.3532450950428987,0.5844532426953042,0.0010147678822235,0.00020697482,0.0022080212,26.82829545607436,4.544021300278352
YAF_sad,YAF_cab_sad.wav,-0.6452244953653288,-0.8285091167487769,0.10412883791791877,1.1795806485680032,1.1508241538189372,0.0015177073841203,0.00026168412,0.0033985805,24.93318256401004,4.4092633836552695
YAF_sad,YAF_calm_sad.wav,-0.9984518268234265,-1.3972695093896592,-0.29163429044341327,1.9754287123465226,1.6662749916448052,0.0004234481943578,8.67411e-05,0.0008260995,15.044503420487608,3.552010948160248
